,age_ratings,aggregated_rating,aggregated_rating_count,alternative_names,artworks,bundles,category,collection,cover,created_at,dlcs,expansions,external_games,first_release_date,franchise,franchises,game_engines,game_modes,genres,hypes,id,involved_companies,keywords,multiplayer_modes,name,parent_game,platforms,player_perspectives,popularity,pulse_count,rating,rating_count,release_dates,screenshots,similar_games,slug,standalone_expansions,status,storyline,summary,tags,themes,time_to_beat,total_rating,total_rating_count,updated_at,url,version_parent,version_title,videos,websites
127,[20762],,,,,,0,,60946.0,1516579200,,,"[575976, 901150]",1516838400.0,,,,"[1, 2, 3]",[8],,83730,"[60317, 60348]",[3059],[8357],Super One More Jump,,[130],[4],1.668662846078171,,90.0,0.0,[136587],"[147992, 147993, 147994, 147995, 174909, 174910, 174911, 174912, 174913]","[1070, 28070, 52432, 63138, 96452, 110503, 115276, 116681, 118313, 119256]",super-one-more-jump,,,,Super One More Jump is a hand-crafted intense arcade platformer. Simple to learn one button controls. Hard to master levels.,"[40, 268435464, 536873971]",[40],,90.0,0.0,1517961600,https://www.igdb.com/games/super-one-more-jump,,,[17868],[69116]
128,[25746],,,,,,0,,71401.0,1549238400,,,,1549497600.0,,,,[1],[15],,114939,"[74152, 80845]",,,Captain StarONE,,[130],,4.788760547397572,,,,"[164611, 164612, 164613]","[283032, 283033, 283034, 283035, 283036]","[11362, 15152, 19351, 36258, 53189, 86558, 111150, 112754, 119188, 121231]",captain-starone,,,,"Became the hero, Captain StarONE, in this game blending action and ‘inaction’. You set your strategies and combos, then multitask as the game carries out your attacks. Watch the battles unfold and be ready to jump back in to guide our hero! 
 
As enemies become stronger your strategies and actions change; you then assist the Captain for stronger moves! Make timely interventions to manipulate and generate combos, aim for major damage, strengthen equipment, organize teams and head to victory! 
 
Get ready for a unique and comical space adventure in Captain StarONE!",[268435471],,,,,1567555200,https://www.igdb.com/games/captain-starone,,,[24663],
129,[20990],,,,,,0,,63386.0,1517356800,,,[576813],1518652800.0,,,,[1],[31],,85120,"[62261, 62417]",,,ESCAPE TRICK: 35 Fateful Enigmas,,[130],[1],1.0,,,,[147053],"[190981, 190982, 190983, 190984, 190985]","[26565, 27725, 55984, 81275, 103266, 106807, 107614, 109274, 116530, 120872]",escape-trick-35-fateful-enigmas,,,,"Tap suspicious looking places to find hidden hints, and make expert use of the items you gather to escape!","[43, 268435487]",[43],,,,1519862400,https://www.igdb.com/games/escape-trick-35-fateful-enigmas,,,,
130,"[12328, 12329]",92.8235294117647,20.0,[8011],[5915],,0,449.0,84727.0,1484265600,,,[189428],1493337600.0,24.0,[24],[502],"[1, 2, 4]",[10],7.0,26764,"[43580, 43581, 46346, 46347]","[12087, 12088, 12091, 12556]",,Mario Kart 8 Deluxe,,[130],[2],8.355405648076577,163.0,84.4596326751553,162.0,"[64177, 141015]","[41617, 164512, 164513, 164514, 164515, 164516, 164517, 164518, 164519, 164520, 164521, 164522]","[26192, 26761, 27378, 44178, 55217, 78511, 80382, 109292, 119156, 120268]",mario-kart-8-deluxe,,,,"""Hit the road with the definitive version of Mario Kart 8 and play anytime, anywhere! Race your friends or battle them in a revised battle mode on new and returning battle courses. Play locally in up to 4-player multiplayer in 1080p while playing in TV Mode. Every track from the Wii U version, including DLC, makes a glorious return. Plus, the Inklings appear as all-new guest characters, along with returning favorites, such as King Boo, Dry Bones, and Bowser Jr.! ""","[35, 268435466, 536882999, 536883000, 536883003, 536883468]",[35],,88.64158104346001,182.0,1582848000,https://www.igdb.com/games/mario-kart-8-deluxe,2350.0,Deluxe,"[11655, 13591, 13592]","[21887, 21888, 21889]"
131,,85.3333333333333,3.0,,,,0,,72474.0,1553040000,,,"[1774693, 1836907]",1553040000.0,,,,[1],,,116416,"[75872, 75873]",,,Blaster Master Zero 2,,[130],,2.114455401223724,13.0,88.0,3.0,[166707],"[293024, 293025, 293026, 293027, 293028, 293029]","[100800, 103281, 103298, 103301, 103302, 112589, 113895, 115276, 115283, 120268]",blaster-master-zero-2,,,,The side-scrolling/top-down hybrid action adventure gameplay returns with a brand new sequel to Blaster Master Zero!,[1],[1],,86.66666666666666,6.0,1582848000,https://www.igdb.com/games/blaster-master-zero-2,,,[25640],"[102574, 123745, 123748]"
132,[21032],,,,,,0,,63390.0,1513468800,,,[153954],1519084800.0,,,,"[1, 2]","[14, 33]",,78227,[62418],"[54, 2016]",,POOL,,[130],[3],1.0,,,,[147882],"[190986, 190987, 190988, 190989, 190990]","[15851, 87053, 102122, 102805, 103218, 114286, 114287, 116353, 120268, 121435]",pool,,,,,"[32, 268435470, 268435489, 536870966, 536872928]",[32],,,,1519084800,https://www.igdb.com/games/pool,,,,
133,,,,,,,0,4179.0,43192.0,1507766400,,,[187389],1506556800.0,,,,,[9],,74348,[61364],[2875],,Physical Contact: Picture Place,,[130],,1.0,,,,[123145],"[168698, 168699, 168700, 168701, 168702]","[10603, 19222, 25222, 26223, 41349, 60044, 82953, 87507, 90788, 95776]",physical-contact-picture-place,,,,A competative number place game.,"[268435465, 536873787]",,,,,1518048000,https://www.igdb.com/games/physical-contact-picture-place,,,,
134,[21407],,,[26344],,,0,,65024.0,1522972800,,,[580128],1523491200.0,,,,"[1, 2]","[9, 32, 33]",,96199,[64019],"[546, 728, 2085, 2838, 3764]",,#Breakforcist Battle,,[130],[4],1.0,1.0,63.0,0.0,"[151034, 151035]",,"[25646, 28070, 37419, 55190, 96217, 106992, 111130, 113895, 116681, 120268]",number-breakforcist-battle,,,,"""Are you hungry!? Introducing an all new version of the cult favorite breakfast/exorcism-themed waffle-busting game, #Breakforcist Battle! Use your magic paddle & ball to rescue breakfast with classic brick-breaking gameplay. Work together with a friend in cooperative play or challenge your friends in an all new competitive battle mode! ""","[1, 268435465, 268435488, 268435489, 536871458, 536871640, 536872997, 536873750, 536874676]",[1],,63.0,0.0,1571097600,https://www.igdb.com/games/number-breakforcist-battle,27678.0,Battle,[18913],[77389]
135,[23839],80.0,1.0,,[6581],,3,1141.0,71701.0,1546905600,,,,1550102400.0,,,,"[1, 2, 4]","[14, 33]",,113568,"[72773, 72774]","[50, 2913]",,OlliOlli: Switch Stance,,[130],[4],1.0,4.0,77.0,0.0,[163210],"[270024, 270025, 270026, 270027, 270028, 270029]","[15851, 22799, 55077, 87728, 89025, 103301, 116353, 117939, 118871, 120138]",olliolli-switch-stance,,,,"With over 75 Awards and Nominations including BAFTA Best Sports Title 2015, OlliOlli: Switch Stance includes both OlliOlli and OlliOlli2: Welcome to Olliwood - bringing together the defining Skateboarding Series of this generation! 
 
Making it’s Nintendo Switch debut, OlliOlli mixes addictive one-life gameplay with over 120 tricks and grinds to pull across 50 deviously crafted Levels, 250 Challenges, Spots Mode and Daily Grind. Not enough for you? Complete all Challenges to unlock the super skilful RAD Mode! 
 
Rack up the biggest and coolest combos along the way then time your landing to perfection to rule the Leaderboards. 
 
The iconic skater goes all green-screen with a stunning new look in OlliOlli2: Welcome to Olliwood, plucking you from the street and dropping you squarely in the middle of the big screen’s most bodacious cinematic locations! 
 
The sequel boasts all new Ramps and Epic Hills allowing for monster air and multi-route levels. Further, OlliOlli2’s combo system has been expanded. The joy of Manuals, Reverts, Revert Manuals and Grind Switching gives you more control and expression than ever before. 
 
The hallowed ‘Tricktionary’ also expands with new specials including 540 Shove-its, Anti-Casper Flips and Darkslides. 
 
All of this with another 5 unique worlds, 50 Levels and 250 Challenges to tear through. Daily Grind, Spots Mode and RAD Mode also make a return to top it all off!","[1, 268435470, 268435489, 536870962, 536873825]",[1],,78.5,1.0,1550880000,https://www.igdb.com/games/olliolli-switch-stance,,,[24049],[98618]
136,,,,,,,0,,62741.0,1517875200,,,"[578821, 1695312]",1519689600.0,,,,"[1, 2, 3]","[4, 32, 33]",,86452,[62132],"[126, 578, 969, 1473, 17298, 17299, 17300]",,Streets of Red: Devil's Dare Deluxe,,[130],,1.0,1.0,70.0,0.0,[146736],"[210700, 210701, 210702, 210703, 210704, 210705]","[10039, 17548, 27419, 37419, 96217, 111130, 112138, 113895, 114455, 120268]",streets-of-red-devils-dare-deluxe,,,,"In Streets of Red: Devil’s Dare Deluxe, the only thing scarier than being eaten alive is running out of quarters! It’s a permadeath multiplayer horror beat’em up that bestows players with the skills of retro gaming heroes in a fight against a legion of undead monstrosities. By paying tribute and playing parody to the great horror games and films that came before it, Streets of Red: DDD balances lighthearted comedy against tension so thick that you could cut through it with a knife, axe, or even a chainsaw! The chills, thrills, bills, and opportunity to learn new skills here won’t stop until every street runs red with blood! Are you up for the challenge of an anti-lifetime?","[1, 40, 268435460, 268435488, 268435489, 536871038, 536871490, 536871881, 536872385, 536888210, 536888211, 536888212]","[1, 40]",,70.0,0.0,1547769600,https://www.igdb.com/games/streets-of-red-devils-dare-deluxe,,,,"[98379, 98380]"
137,"[12374, 12375]",,,,,,0,,23445.0,1494115200,,,,1488499200.0,,,,"[1, 2]",[9],,28466,[46558],[194],,Othello,,[130],[3],1.0,,58.0,1.0,"[69078, 69079, 69080]","[42904, 168006, 168007, 168008, 168009, 168010, 168011]","[10603, 19222, 41349, 87507, 88511, 89132, 90788, 95776, 106992, 109129]",othello--2,,,,"GAME DETAILS 
Wherever, whenever, whoever! Classic boardgame ""Othello""! 
 
The well-acclaimed boardgame for all ages, ""Othello"" is now on Nintendo Switch! 
 
Play in the comfort of your home or outside, and play in a style that suits you best! 
 
A total of 16 levels of computer AI difficulty are available for Single Player Modes! 
 
Hints on where the stones can be placed, and displays to show which tiles will be flipped in this move are also available to help new players understand the game better! 
 
Two-player mode is also available! 
Both players can play together on 1 Nintendo Switch by simply sharing the Joy-con, or simply operate directly on the Touch Screen! 
Do play with your family and friends!","[40, 268435465, 536871106]",[40],,58.0,1.0,1559433600,https://www.igdb.com/games/othello--2,,,,[22082]
138,[22821],,,,,,0,,67207.0,1531872000,,,,1531699200.0,,,,[1],"[7, 8, 31]",,105409,[66572],,,Beat Rush,,[130],[4],1.401082755445171,,,,[155879],"[216001, 216002]","[1070, 28070, 29032, 33269, 37026, 37419, 78632, 103312, 106987, 115276]",beat-rush,,,,Dodge the spikes and traps!,"[1, 268435463, 268435464, 268435487]",[1],,,,1532304000,https://www.igdb.com/games/beat-rush,,,,[82482]
139,,,,"[22991, 22992]",,,0,5495.0,69330.0,1536364800,,,[1614942],1542758400.0,1149.0,[1149],,"[1, 3]",[13],,109264,[69540],[997],,Nari Kids Park: Ultraman R/B,,[130],"[2, 4]",1.0,,,,[158138],"[244449, 244450, 244451, 244452, 244453]","[25311, 37419, 44359, 76263, 81680, 105011, 105269, 107169, 107318, 118871]",nari-kids-park-ultraman-r-slash-b,,,,"Ultraman R/B, which broadcasts on TV Tokyo every Saturday, joins the Nari Kids Park series. Transform into Ultraman Rosso and Ultraman Blue and have fun!","[1, 18, 35, 268435469, 536871909]","[1, 18, 35]",,,,1553472000,https://www.igdb.com/games/nari-kids-park-ultraman-r-slash-b,,,,[88324]
140,,90.0,1.0,,,,0,,82535.0,1564963200,,,,1562284800.0,,,,,,,121419,,,,Super Mega Baseball 2: Ultimate Edition,,[130],,2.337209604963849,,,,[173940],[321664],,super-mega-baseball-2-ultimate-edition,,,,"Accessible mechanics. Deep skill curve. Visceral pacing. Light-hearted vibe. Serious simulation. 
 
Ultimate Edition includes the complete set of Super Mega Baseball 2 content and fully featured online play.",,,,90.0,1.0,1570492800,https://www.igdb.com/games/super-mega-baseball-2-ultimate-edition,,,,[117598]
141,,,,,,,0,,,1571011200,,,,1573084800.0,,,,,[10],,124066,"[89240, 89241, 89242]",,,Super Street: Racer,,[130],,1.0,,,,[183565],,"[27378, 43016, 80382, 103018, 104983, 107196, 107215, 109292, 116376, 120268]",super-street-racer,,,,,[268435466],,,,,1577750400,https://www.igdb.com/games/super-street-racer,,,[32631],
142,,,,,,,3,,74114.0,1536192000,,,[1457575],1537488000.0,,,,[1],,,109108,"[78677, 78678]",,,The Banner Saga Trilogy,,[130],[3],1.0,2.0,87.0,0.0,[169282],"[322866, 322867, 322868, 322869, 322870, 322871, 322872, 322873]",,the-banner-saga-trilogy,,,,"Weave your own thread through this epic strategy RPG adventure. Guide your caravan across the landsacpe of a breaking world, where tough choices, bold leadership decisions, wise use of resources and skillful battle tactics all matter in this desperate struggle for survival.",,,,87.0,0.0,1567468800,https://www.igdb.com/games/the-banner-saga-trilogy,96369.0,The Banner Saga Trilogy,,[91702]
143,[25646],,,[24989],,,0,,75377.0,1560470400,,,,1561593600.0,,,,"[1, 2]","[4, 14]",,119429,[80066],"[182, 234]",,Chiki-Chiki Boxy Pro Wrestling,,[130],"[2, 4]",3.674419209927698,3.0,,,[171318],"[314101, 314102, 314103, 314104, 314105, 314106]","[4052, 10039, 59858, 103369, 105418, 109277, 112589, 116353, 118871, 120268]",chiki-chiki-boxy-pro-wrestling,,,,"Voxel wrestlers intensely and furiously slamming into each other!Enjoy the fun, over the top moves that this game has to offer! 
 
The battle gong sounds! Make your way through the tournament, aiming for the top! 
 
The controls are easy! You can bust out flashy moves with just a single button. 
 
Unleash jump attacks, drops, holds, and specials, carrying them out just how you think of them! 
 
Up to 6 players can play. Compete in intense battles with players from all around the world! 
 
Combine your favorite parts and moves to create your very own custom wrestler!","[1, 268435460, 268435470, 536871094, 536871146]",[1],,,,1567555200,https://www.igdb.com/games/chiki-chiki-boxy-pro-wrestling,,,[28146],[108645]
144,[23974],,,,,,0,,71197.0,1543881600,,,,1544659200.0,,,,,"[8, 33]",,113081,[73596],,,Hunter's Legacy: Purrfect Edition,,[130],[4],1.0,1.0,,,[164217],,"[6807, 28070, 29032, 90788, 99118, 105020, 115276, 116681, 120167, 120184]",hunters-legacy-purrfect-edition,,,,"Embark on a feline-filled quest set in an action-packed fantasy universe brimming with fierce enemies, intense sword-fighting, and the classic feeling of a Metroidvania adventure! Hunter’s Legacy is a 2D platformer where you control Ikki, a powerful huntress cat equipped with twin swords, a bow, and magical abilities, who must save the Kingdom of Iripur from the evil Morodir. 
 
Hunter’s Legacy Purrfect Edition features new story sequences, more character dialogues, new animations, an updated level design, a brand new mini-map feature, improved melee combat, and a new game plus mode! Explore all regions of this fantastical open world kingdom, from peaceful forests to snowed volcanos, while slashing your enemies with your mighty twin swords, and follow the legacy of the legendary hunter.","[17, 268435464, 268435489]",[17],,,,1548374400,https://www.igdb.com/games/hunters-legacy-purrfect-edition,24022.0,Purrfect Edition,[24465],[95131]
145,,,,,,,0,,61224.0,1517356800,,,,1538006400.0,,,,,,,85144,,,,DRAGON BALL FighterZ: FighterZ Edition,,[130],,1.45920419527491,,,,[173911],,,dragon-ball-fighterz-fighterz-edition,,,,"The FighterZ Edition includes the game and the FighterZ Pass, which adds 8 new mighty characters to the roster.",,,,,,1565222400,https://www.igdb.com/games/dragon-ball-fighterz-fighterz-edition,36911.0,FighterZ Edition,,
146,[21143],,,,,,0,,63699.0,1519689600,,,,1519862400.0,,,,"[1, 2]",[9],,89551,[62636],"[246, 16956]",[8528],Poisoft Thud Card,,[130],[3],1.668673240734234,,,,[148413],"[192842, 192843]","[10603, 19222, 44242, 87507, 88511, 89132, 90788, 95776, 106992, 114286]",poisoft-thud-card,,,,,"[32, 268435465, 536871158, 536887868]",[32],,,,1575849600,https://www.igdb.com/games/poisoft-thud-card,,,[25502],
147,[26875],,,,,,0,,,1560902400,,,,1575072000.0,,,,"[1, 3]","[8, 33]",,119924,"[89884, 89885]",,,Get Me Outta Here,,[130],,1.0,,,,[184371],"[350646, 350647, 350648, 350649, 350650, 350651]","[1070, 22799, 87728, 89025, 96452, 113895, 115276, 117939, 118313, 120268]",get-me-outta-here,,,,"Get ready to fight your way through an alien abduction nightmare in this retro arena shooter! 
 
You play as a middle-aged farmer who wakes up to find that you have been abducted by aliens. Wearing only a hospital gown and a pair of boxers you manage to get a hold of one of the alien weapons. Can you last long enough for rescue to arrive while taking out as many enemies as you can build an insanely high score? Get Me Outta Here is a title action fans and retro enthusiasts will love!","[1, 268435464, 268435489]",[1],,,,1578355200,https://www.igdb.com/games/get-me-outta-here,,,[28271],
148,[23608],,,,,,0,,69591.0,1542758400,,,,1543449600.0,,,,[4],[5],,112432,[71735],,,Screencheat: Unplugged,,[130],[1],1.0,2.0,,,[161409],,"[27270, 32902, 76263, 90099, 95340, 103281, 103298, 103301, 105049, 113111]",screencheat-unplugged,,,,"Screencheat: Unplugged is the enhanced remaster of the indie splitscreen multiplayer classic where everyone is invisible, so you have to ""screencheat""! Screencheat: Unplugged features a myriad of improvements over the original release, as well as alterations tailored just for the Nintendo Switch™, including: a graphical overhaul with more vibrant and clear visuals designed with the portable screen in mind, new and remixed maps, remastered weapons, an updated UI, full support for single Joy-Con™, dual Joy-Con™, and Nintendo Switch Pro Controller inputs, and an entirely new soundtrack introducing a fresh and mischievous medley of energetic tracks to enjoy. Remember when looking at your friends’ screen in Goldeneye was frowned upon? Well those days are gone and in Screencheat, we encourage it! Screencheat is a chaotic split-screen multiplayer shooter that forces players to rethink the way they approach conventional multiplayer games. In the Screencheat arena, fast reaction times aren’t enough to keep you alive. When everyone is invisible, players will have to master the art of taking a not-so sneaky look at their opponent’s screens and working out where they are based on uniquely coloured areas of the map and distinctive landmarks. Screencheat pays homage to iconic competitive first-person shooters such as Goldeneye, Perfect Dark and Halo, by blending the elements everyone loves about those games and shaking it up with its own unique take on the genre. When everyone’s used to playing by the rules, can you adapt to unconventional gaming quick enough to get the upper hand?","[1, 40, 268435461]","[1, 40]",,,,1551052800,https://www.igdb.com/games/screencheat-unplugged,8816.0,Unplugged,[23357],[94679]
149,,,,,,,3,,83920.0,1571011200,,,,1577232000.0,,,,[1],"[8, 31, 33]",,124283,"[86643, 86644]",,,Oniken: Unstoppable Edition & Odallus: The Dark Call Bundle,,[130],,1.0,,,,[178911],"[337644, 337645, 337646, 337647, 337648, 337649]","[28070, 37419, 89597, 105049, 106987, 111130, 115276, 116681, 118313, 120268]",oniken-unstoppable-edition-and-odallus-the-dark-call-bundle,,,,"A double pack of unmissable old-school action from developer JoyMasher 
 
This bundle contains two 8-bit inspired action games from developer JoyMasher – Odallus: The Dark Call and Oniken: Unstoppable Edition.","[1, 268435464, 268435487, 268435489]",[1],,,,1573430400,https://www.igdb.com/games/oniken-unstoppable-edition-and-odallus-the-dark-call-bundle,,,[30938],[122963]
150,,,,,,,0,,,1528761600,,,[1457815],,,,,"[1, 2]",[14],,103343,[65578],"[622, 654, 2324]",,HYPER SPORTS R,,[130],"[2, 4]",1.668662846078171,5.0,,,[153858],,,hyper-sports-r,,,,"""HYPER SPORTS R, is a new sports simulation title, to arrive on the Nintendo Switch. Compete in a variety of individual and team sports, and train a team to take on rivals as you race for a spot at the top. 
 
In HYPER SPORTS R, players can choose from a variety of 20+ characters to build up and compete. Become the best competitor in a variety of different sports, which include track and field, beach volleyball and swimming.""",,,,,,1528761600,https://www.igdb.com/games/hyper-sports-r,,,[20647],
151,[19954],77.1428571428571,8.0,[26225],[7313],,0,129.0,87100.0,1511395200,,,,1510272000.0,798.0,[798],,"[1, 2]",[5],,76217,"[59487, 59488]",[1039],,DOOM,,[130],[1],4.789113982031877,37.0,81.97724150325041,19.0,[132366],"[136225, 136226, 136227, 157029, 157030, 157031, 157032, 157033, 157034, 157035, 157036, 157037]","[520, 26950, 55038, 68287, 103298, 103301, 105049, 105269, 107318, 113362]",doom--1,,,,"DOOM, the brutally fun and challenging modern-day shooter, can now be taken anywhere with Nintendo Switch! Relentless demons, impossibly destructive guns, and fast, fluid movement provide the foundation for intense, first-person combat – whether you’re obliterating demon hordes through the depths of Hell in the single-player campaign, or competing against your friends in numerous multiplayer modes. DOOM for Nintendo Switch also includes all the game's multiplayer DLC and Arcade Mode.","[1, 18, 19, 21, 268435461, 536871951]","[1, 18, 19, 21]",,79.56004932305376,27.0,1578182400,https://www.igdb.com/games/doom--1,7351.0,Switch version,[16856],[70236]
152,,,,,,,0,,62752.0,1517616000,,,"[576304, 1311596]",1517529600.0,,,,"[1, 2]","[15, 32]",,86241,[75140],,,Mad Carnage,,[130],,1.0,,,,[145693],"[183546, 183547, 183548, 183549, 183550, 183551]","[33603, 51577, 55888, 65827, 102420, 110011, 111043, 115539, 116674, 116992]",mad-carnage,,,,"In the world after the Great War, you will take control of intimidating petrol beasts, each with their own unique weapons and gameplay mechanics. Upgrade your cars, then battle it out in Campaign mode or on one of the eight Custom Game maps! Invite a friend for local multiplayer versus! Can you survive the Mad Carnage?","[268435471, 268435488]",,,,,1573862400,https://www.igdb.com/games/mad-carnage,,,,[87569]
153,,,,,,,0,3229.0,83019.0,1506470400,,,"[185883, 254455]",1506556800.0,,,,,[15],,69393,,"[960, 3782]",,Brave Dungeon + Dark Witch's Story: COMBAT,,[130],,1.0,,90.0,0.0,"[116658, 119572]","[153811, 153812, 153813, 153814]","[17613, 24620, 29173, 32510, 36269, 36346, 36553, 55036, 55590, 77597]",brave-dungeon-plus-dark-witchs-story-combat,,,,"A compilation of an HD version of ""Brave Dungeon"" and ""Dark Witch's Story: COMBAT"", a 3v3 strategy game.","[268435471, 536871872, 536874694]",,,90.0,0.0,1571616000,https://www.igdb.com/games/brave-dungeon-plus-dark-witchs-story-combat,,,,
154,"[14370, 14371]",67.5,3.0,,,,0,206.0,20438.0,1487289600,,,,1505174400.0,994.0,[994],,"[1, 2]","[8, 31]",1.0,27239,"[44302, 54131, 54132]",,,Rayman Legends: Definitive Edition,,[130],[4],1.876084920787634,16.0,80.00287121250629,16.0,"[108606, 108607, 108608]","[123022, 123023, 123024, 123025, 123026, 170690, 170691, 170692, 170693, 170694, 170695, 170696]","[1070, 28070, 37419, 87622, 89597, 105049, 106987, 111130, 115276, 116681]",rayman-legends-definitive-edition,,,,"Rayman Legends takes full advantage of the Nintendo Switch and its new controllers capabilities. Undock your Switch device and use the touch screen to take out enemies, manipulate platforms, cut ropes to clear a path and much more. With the gyroscope technology, you can move rotating platform and there are many more surprises to come!","[1, 27, 268435464, 268435487]","[1, 27]",,73.75143560625315,19.0,1562198400,https://www.igdb.com/games/rayman-legends-definitive-edition,1968.0,Definitive Edition,[12147],"[12559, 12560]"
155,[24160],70.0,1.0,,,,0,,71811.0,1547683200,,,[1775665],1553731200.0,,,,"[1, 2]",[14],,114024,[80911],,,FUN! FUN! Animal Park,,[130],,1.0,2.0,,,[165367],"[288910, 288911, 288912, 288913, 288914, 288915, 296643]","[14733, 109606, 114286, 116349, 116350, 116351, 116352, 116353, 116795, 119422]",fun-fun-animal-park,,,,Fun for the whole Family! 30 unique mini games feature the intuitive Joy-Con™ motion controls and the rules are so easy that players of all ages and experience levels will have so much FUN! FUN!,"[35, 40, 268435470]","[35, 40]",,70.0,1.0,1562112000,https://www.igdb.com/games/fun-fun-animal-park,,,[25338],[101404]
156,,,,,,,0,,,1533081600,,,[1776312],1525651200.0,,,,,,,106700,"[68452, 68518, 68519]",,,European Conqueror X,,[130],,1.445775230718781,1.0,,,[168867],,,european-conqueror-x,,,,,,,,,,1575763200,https://www.igdb.com/games/european-conqueror-x,,,[27093],[107021]
157,[22918],,,,,,0,,67581.0,1533168000,,,,1533168000.0,,,,"[1, 2]","[8, 9]",,106762,[68422],,,GREEN,,[130],[4],1.423763891361121,,,,[156531],"[239541, 239542, 239543, 239544, 239545, 239546]",,green,,,,,,[1],,,,1533254400,https://www.igdb.com/games/green,,,,
158,"[25667, 25668]",71.0,1.0,,,,0,,75701.0,1551830400,,,,1565654400.0,,,,,[5],,115835,[75404],,,Friday the 13th: The Game - Ultimate Slasher Switch Edition,,[130],,9.468994164771042,2.0,,,[172013],"[314631, 314632, 314633, 314634]","[520, 19686, 20065, 76217, 101440, 103298, 103301, 103328, 109550, 120201]",friday-the-13th-the-game-ultimate-slasher-switch-edition,,,,"For the first time ever, you will have the opportunity to play as Jason Voorhees, the most famous killer in horror. Stalk your prey, ambush them whenever you see fit and strike fear in the hearts of so many hapless victims as you become the legend himself! Friday the 13th: The Game will include a variety of kills, new and familiar, that will help you set the tone for the Jason Voorhees that you want to be. You’ll even get to unlock various Jason incarnations from the movies! 
 
Jason will be equipped with a terrifying array of abilities, giving you the control of a hunter at the height of his game. These are his woods, and he knows them all too well. Jason will not only feed off the fear of his victims, but will become stronger as the night progresses. The darker the night, the more terrifying Jason becomes!","[19, 21, 268435461]","[19, 21]",,71.0,1.0,1567555200,https://www.igdb.com/games/friday-the-13th-the-game-ultimate-slasher-switch-edition,14389.0,Ultimate Slasher Switch Edition,,
159,,,,,,,0,,62883.0,1517356800,,,,1546214400.0,,,,,,,85154,,,,Frederic 2: Evil Strikes Back,,[130],,1.0,,53.0,0.0,[139613],"[185620, 185621, 185622, 185623, 185624, 185625]",,frederic-2-evil-strikes-back,,,,Defeat famous opponents in musical duels. Immerse yourself in the fantastic story of Frederic's endeavours. Catch all the Easter Eggs and subtle parodies hidden in the background. Practice your skills until perfection and become the Master of the Piano.,,,,53.0,0.0,1518652800,https://www.igdb.com/games/frederic-2-evil-strikes-back,,,,
160,,,,,,,0,5469.0,67107.0,1531612800,,,,1538006400.0,,,,[1],"[31, 34]",,105059,"[66509, 66510]",,,Dies irae: Amantes Amentes for Nintendo Switch,,[130],,7.908916292313219,5.0,,,[155783],,"[26870, 74946, 75240, 81275, 87622, 105060, 106992, 108778, 111130, 112416]",dies-irae-amantes-amentes-for-nintendo-switch,,,"May 1, 1945- Germany.On the eve of Berlin’s collapse, a group of men and women carried out a certain ritual. To them, suffering defeat in the war meant nothing. If anything, the countless lives lost in the battle served as a catalyst to their sacrificial ceremony. Whether or not their attempt bore fruit ― not a soul knows. Following the war, they faded from sight, mind, and eventually into the realm of myth.","The Switch version, titled Dies irae: Amantes Amentes for Nintendo Switch, inclues the additional scenario “Saoshyant Desatile: The Savior Who Became God,” which is a prequel to the smartphone game Dies irae: Pantheon.","[268435487, 268435490]",,,,,1572134400,https://www.igdb.com/games/dies-irae-amantes-amentes-for-nintendo-switch,37018.0,Dies irae: Amantes Amentes for Nintendo Switch,,[81086]
161,,,,,,,0,,61223.0,1517356800,,,,1538006400.0,,,,,,,85139,,,,DRAGON BALL FighterZ: Ultimate Edition,,[130],,1.45920419527491,1.0,,,[173912],,,dragon-ball-fighterz-ultimate-edition,,,,"The Ultimate Edition includes: 
 
FighterZ Pass (8 new characters) 
Anime Music Pack (available by March 1st 2018) 
Commentator Voice Pack (available by April 15th 2018)",,,,,,1565222400,https://www.igdb.com/games/dragon-ball-fighterz-ultimate-edition,36911.0,Ultimate Edition,,
162,,,,,,,0,1203.0,68270.0,1532476800,,,,1536796800.0,,,,"[1, 3]",[13],,106111,[69557],[1296],,Surgeon Simulator CPR,,[130],[1],1.0,11.0,60.0,0.0,[158172],"[244478, 244479, 244480, 244481]","[36258, 79134, 87485, 101573, 105264, 106008, 109462, 112754, 117665, 119119]",surgeon-simulator-cpr,,,,"Didn’t fancy seven years at medical school? Skip straight to the operating table with the critically-acclaimed Surgeon Simulator CPR, fully revived and feeling better-than-ever on the Nintendo Switch™! 
 
Now featuring all-new motion control functionality as well as local co-op play, it’s time to scrub up for the most immersive version yet of the infamous operation sim! 
 
ON CALL 24/7! 
 
Step into the shoes of Nigel Burke - a would-be surgeon with a less-than-conventional toolkit - as he performs terrifying 
 
transplants in theatre, high-pressure procedures in an ambulance, and anti-gravitational operations in space! Yes, operating on the go’s never been easier thanks to the Nintendo Switch","[268435469, 536872208]",,,60.0,0.0,1571270400,https://www.igdb.com/games/surgeon-simulator-cpr,,,[22086],[120607]
